,Unnamed: 0,name,year,latitude,longitude,city,region,zipCode,cuisine,price,url,michelin_star_count,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Unemployment Count,Unemployment Rate
143,257,The Finch,2019,40.68704,-73.96297,New York,New York City,11238,American,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-finch,1,ZCTA5 11238,55210,36.1,91846,58414,6498,1805,3.269335265
144,258,Faro,2019,40.707584,-73.923035,New York,New York City,11237,American,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/faro,1,ZCTA5 11237,48876,30.7,53303,25990,14135,1526,3.122186758
145,398,Blue Duck Tavern,2019,38.905373,-77.05128,"Washington, D.C.",Washington DC,20037,American,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/blue-duck-tavern,1,ZCTA5 20037,15179,26,88170,58528,2423,382,2.516634824
146,399,Tail Up Goat,2019,38.9235,-77.043274,"Washington, D.C.",Washington DC,20009,Contemporary,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat,1,ZCTA5 20009,52338,33.6,109923,81274,5001,1421,2.715044518
147,400,Komi,2019,38.910107,-77.03836,"Washington, D.C.",Washington DC,20036,Mediterranean,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/komi,1,ZCTA5 20036,5455,33.7,96771,83995,764,62,1.136571952
148,401,Sushi Taro,2019,38.909992,-77.03834,"Washington, D.C.",Washington DC,20036,Japanese,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro,1,ZCTA5 20036,5455,33.7,96771,83995,764,62,1.136571952
149,402,Plume,2019,38.906,-77.03671,"Washington, D.C.",Washington DC,20036,European,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/plume,1,ZCTA5 20036,5455,33.7,96771,83995,764,62,1.136571952
150,403,Siren by RW,2019,38.907776,-77.035446,"Washington, D.C.",Washington DC,20005,Seafood,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/siren-by-rw,1,ZCTA5 20005,12347,34.2,93956,80203,1478,303,2.454037418
151,405,The Dabney,2019,38.906292,-77.024666,"Washington, D.C.",Washington DC,20001,American,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney,1,ZCTA5 20001,47748,31.8,116195,66255,6446,1580,3.309039122
152,406,Métier,2019,38.903503,-77.0218,"Washington, D.C.",Washington DC,20001,Contemporary,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/metier,1,ZCTA5 20001,47748,31.8,116195,66255,6446,1580,3.309039122
153,407,Kinship,2019,38.903282,-77.0218,"Washington, D.C.",Washington DC,20001,Contemporary,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/kinship,1,ZCTA5 20001,47748,31.8,116195,66255,6446,1580,3.309039122
154,408,Fiola,2019,38.89416,-77.02032,"Washington, D.C.",Washington DC,20004,Italian,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/fiola,1,ZCTA5 20004,1923,41.9,146822,121795,108,47,2.444097764
155,89,minibar,2019,38.896294,-77.02386,"Washington, D.C.",Washington DC,20004,Contemporary,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/minibar,2,ZCTA5 20004,1923,41.9,146822,121795,108,47,2.444097764
156,409,Masseria,2019,38.909504,-76.99908,"Washington, D.C.",Washington DC,20002,Italian,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/masseria,1,ZCTA5 20002,67750,33.4,90424,54968,9683,2396,3.536531365
157,410,Rose's Luxury,2019,38.88064,-76.99515,"Washington, D.C.",Washington DC,20003,Contemporary,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/rose-s-luxury,1,ZCTA5 20003,32675,33.9,134438,72399,2944,939,2.873756695
158,90,Pineapple and Pearls,2019,38.880707,-76.99514,"Washington, D.C.",Washington DC,20003,Contemporary,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/pineapple-and-pearls,2,ZCTA5 20003,32675,33.9,134438,72399,2944,939,2.873756695
159,6,Baumé,2019,37.4285,-122.14272,South San Francisco,California,94306,Contemporary,$$$$,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/baume,2,ZCTA5 94306,27435,41.2,143606,81599,1737,389,1.417896847
160,7,Commis,2019,37.82476,-122.25505,San Francisco,California,94601,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/commis,2,ZCTA5 94601,53039,33.3,50122,22267,14077,2199,4.146005769
161,10,Saison,2019,37.76327,-122.41543,San Francisco,California,94107,Californian,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/saison,2,ZCTA5 94107,31461,35.3,166985,97478,3188,669,2.126442262
162,12,Coi,2019,37.79812,-122.40331,San Francisco,California,94133,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/coi,2,ZCTA5 94133,26796,42.5,69756,63870,3587,919,3.429616361
163,3,Quince,2019,37.79762,-122.40337,San Francisco,California,94133,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/quince,3,ZCTA5 94133,26796,42.5,69756,63870,3587,919,3.429616361
164,16,Somni,2019,34.070095,-118.37649,Los Angeles,California,90048,Contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/somni,2,ZCTA5 90048,21489,37.7,100586,81692,1641,757,3.522732561
165,18,n/naka,2019,34.02526,-118.41206,Los Angeles,California,90034,Contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/n-naka,2,ZCTA5 90034,53861,34,75714,48244,5247,1694,3.145132842
166,19,Vespertine,2019,34.024204,-118.38166,Los Angeles,California,90232,Contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/vespertine,2,ZCTA5 90232,14780,40.4,90467,58630,987,333,2.253044655
167,22,Acadia,2019,41.85904,-87.62562,Chicago,Chicago,60616,Contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/acadia,2,ZCTA5 60616,54197,38,52162,37434,11916,1574,2.904219791
168,50,Jean-Georges,2019,40.76907,-73.98155,New York,New York City,10023,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jean-georges,2,ZCTA5 10023,62541,43.3,132605,126937,4853,1440,2.302489567
169,51,Marea,2019,40.76749,-73.98114,New York,New York City,10019,Seafood,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/marea,2,ZCTA5 10019,45498,38.3,103792,106885,5799,1659,3.646314124
170,56,The Modern,2019,40.76106,-73.97628,New York,New York City,10019,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-modern,2,ZCTA5 10019,45498,38.3,103792,106885,5799,1659,3.646314124
171,21,Masa,2019,40.76855,-73.98335,New York,New York City,10019,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/masa,3,ZCTA5 10019,45498,38.3,103792,106885,5799,1659,3.646314124
172,22,Per Se,2019,40.76828,-73.98292,New York,New York City,10019,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/per-se,3,ZCTA5 10019,45498,38.3,103792,106885,5799,1659,3.646314124
173,23,Le Bernardin,2019,40.76177,-73.98223,New York,New York City,10019,Seafood,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-bernardin,3,ZCTA5 10019,45498,38.3,103792,106885,5799,1659,3.646314124
174,58,Daniel,2019,40.7666,-73.96745,New York,New York City,10065,French,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/daniel,2,ZCTA5 10065,29530,38.9,148441,137455,1727,425,1.439214358
175,60,Blanca,2019,40.70492,-73.93354,New York,New York City,11206,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blanca,2,ZCTA5 11206,88422,29.3,39753,23607,30756,3477,3.932279297
176,1,Manresa,2019,37.22761,-121.98071,South San Francisco,California,95030,Contemporary,$$$$,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/manresa,3,ZCTA5 95030,13481,50,209563,119258,436,285,2.114086492
177,4,Atelier Crenn,2019,37.79835,-122.43586,San Francisco,California,94123,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/atelier-crenn,3,ZCTA5 94123,25890,34,162206,123576,1115,533,2.058709927
178,6,The Restaurant at Meadowood,2019,38.52025,-122.46479,San Francisco,California,94574,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-restaurant-at-meadowood,3,ZCTA5 94574,8757,51.1,93587,73858,711,193,2.203951125
179,30,The Inn at Little Washington,2019,38.713623,-78.16208,"Washington, D.C.",Washington DC,22747,American,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-inn-at-little-washington,3,ZCTA5 22747,1367,55.1,74569,46994,41,0,0
